23) [48, 48, 48, 64, 800, 533, 594, 446, 352836, 441.0, 661.0, 1.5009380863039399, 235076.98500000002, 441.0] => True True 
24) [16, 16, 16, 64, 800, 266, 807, 1142, 651249, 814.0, 2448.0, 3.007518796992481, 216540.2925, 814.0] => False False 
25) [32, 32, 32, 64, 800, 533, 1064, 629, 1132096, 1415.0, 2124.0, 1.5009380863039399, 754258.9600000001, 1415.0] => False False 
26) [128, 12, 12, 64, 1600, 266, 816, 612, 665856, 416.0, 2503.0, 6.015037593984962, 110698.56000000001, 416.0] => False True ***
27) [64, 64, 64, 64, 800, 533, 2174, 2215, 4726276, 5907.0, 8867.0, 1.5009380863039399, 3148881.3850000002, 5907.0] => False True ***
28) [16, 16, 16, 64, 800, 266, 2422, 2066, 5866084, 7332.0, 22052.0, 3.007518796992481, 1950472.9300000002, 7332.0] => False False 
29) [16, 16, 16, 64, 800, 266, 2103, 2082, 4422609, 5528.0, 16626.0, 3.007518796992481, 1470517.4925000002, 5528.0] => False False 
30) [64, 64, 64, 64, 800, 533, 1683, 2246, 2832489, 3540.0, 5314.0, 1.5009380863039399, 1887145.7962500001, 3540.0] => False True ***
31) [64, 64, 64, 64, 1600, 266, 1064, 629, 1132096, 707.0, 4256.0, 6.015037593984962, 188210.96000000002, 707.0] => False True ***
32) [32, 32, 32, 64, 800, 266, 2126, 2658, 4519876, 5649.0, 16992.0, 3.007518796992481, 1502858.77, 5649.0] => False False 
33) [32, 32, 32, 64, 1600, 266, 2868, 1607, 8225424, 5140.0, 30922.0, 6.015037593984962, 1367476.74, 5140.0] => False False 
34) [128, 12, 12, 64, 1600, 266, 3000, 1639, 9000000, 5625.0, 33834.0, 6.015037593984962, 1496250.0, 5625.0] => False True ***
35) [128, 12, 12, 64, 800, 266, 2582, 1940, 6666724, 8333.0, 25062.0, 3.007518796992481, 2216685.73, 8333.0] => False True ***
36) [32, 32, 32, 64, 1600, 533, 3000, 1639, 9000000, 5625.0, 16885.0, 3.0018761726078798, 2998125.0, 5625.0] => False False 
37) [32, 32, 32, 64, 1600, 533, 3710, 1686, 13764100, 8602.0, 25823.0, 3.0018761726078798, 4585165.8125, 8602.0] => False False 
38) [64, 64, 64, 64, 800, 533, 1232, 820, 1517824, 1897.0, 2847.0, 1.5009380863039399, 1011250.2400000001, 1897.0] => True True 
39) [128, 12, 12, 64, 1600, 533, 594, 446, 352836, 220.0, 661.0, 3.0018761726078798, 117538.49250000001, 220.0] => True True 
40) [16, 16, 16, 64, 1600, 266, 2521, 2184, 6355441, 3972.0, 23892.0, 6.015037593984962, 1056592.0662500001, 3972.0] => False False 
41) [128, 12, 12, 64, 800, 533, 807, 1142, 651249, 814.0, 1221.0, 1.5009380863039399, 433894.64625000005, 814.0] => True True 
42) [16, 16, 16, 64, 800, 266, 816, 612, 665856, 832.0, 2503.0, 3.007518796992481, 221397.12000000002, 832.0] => False False 
43) [32, 32, 32, 64, 800, 533, 3000, 1639, 9000000, 11250.0, 16885.0, 1.5009380863039399, 5996250.0, 11250.0] => False False 
44) [48, 48, 48, 64, 800, 533, 2521, 2184, 6355441, 7944.0, 11923.0, 1.5009380863039399, 4234312.56625, 7944.0] => False True ***
45) [64, 64, 64, 64, 800, 266, 3600, 1800, 12960000, 16200.0, 48721.0, 3.007518796992481, 4309200.0, 16200.0] => False True ***
46) [16, 16, 16, 64, 1600, 533, 816, 612, 665856, 416.0, 1249.0, 3.0018761726078798, 221813.28, 416.0] => False False 
47) [128, 12, 12, 64, 1600, 266, 2582, 1940, 6666724, 4166.0, 25062.0, 6.015037593984962, 1108342.865, 4166.0] => False True ***
48) [16, 16, 16, 64, 1600, 533, 1232, 820, 1517824, 948.0, 2847.0, 3.0018761726078798, 505625.12000000005, 948.0] => False False 
49) [128, 12, 12, 64, 1600, 533, 2400, 2400, 5760000, 3600.0, 10806.0, 3.0018761726078798, 1918800.0, 3600.0] => False True ***
50) [48, 48, 48, 64, 1600, 533, 2500, 1985, 6250000, 3906.0, 11726.0, 3.0018761726078798, 2082031.2500000002, 3906.0] => False True ***
51) [32, 32, 32, 64, 800, 533, 2868, 1607, 8225424, 10281.0, 15432.0, 1.5009380863039399, 5480188.74, 10281.0] => False False 
52) [64, 64, 64, 64, 1600, 533, 1232, 820, 1517824, 948.0, 2847.0, 3.0018761726078798, 505625.12000000005, 948.0] => False True ***
53) [32, 32, 32, 64, 800, 533, 816, 612, 665856, 832.0, 1249.0, 1.5009380863039399, 443626.56, 832.0] => False True ***
54) [16, 16, 16, 64, 800, 266, 3000, 1639, 9000000, 11250.0, 33834.0, 3.007518796992481, 2992500.0, 11250.0] => False False 
55) [64, 64, 64, 64, 1600, 266, 594, 446, 352836, 220.0, 1326.0, 6.015037593984962, 58658.985, 220.0] => False True ***
56) [32, 32, 32, 64, 800, 533, 633, 921, 400689, 500.0, 751.0, 1.5009380863039399, 266959.04625, 500.0] => False False 
57) [48, 48, 48, 64, 1600, 533, 633, 921, 400689, 250.0, 751.0, 3.0018761726078798, 133479.523125, 250.0] => False True ***
58) [48, 48, 48, 64, 800, 266, 807, 1142, 651249, 814.0, 2448.0, 3.007518796992481, 216540.2925, 814.0] => False True ***
59) [48, 48, 48, 64, 1600, 266, 807, 1142, 651249, 407.0, 2448.0, 6.015037593984962, 108270.14625, 407.0] => False True ***
60) [16, 16, 16, 64, 800, 266, 2400, 2400, 5760000, 7200.0, 21654.0, 3.007518796992481, 1915200.0, 7200.0] => False False 
61) [32, 32, 32, 64, 800, 266, 807, 1142, 651249, 814.0, 2448.0, 3.007518796992481, 216540.2925, 814.0] => False False 
62) [16, 16, 16, 64, 1600, 533, 633, 921, 400689, 250.0, 751.0, 3.0018761726078798, 133479.523125, 250.0] => False False 
63) [48, 48, 48, 64, 800, 533, 1064, 629, 1132096, 1415.0, 2124.0, 1.5009380863039399, 754258.9600000001, 1415.0] => False True ***
64) [16, 16, 16, 64, 1600, 266, 2126, 2658, 4519876, 2824.0, 16992.0, 6.015037593984962, 751429.385, 2824.0] => False False 
65) [48, 48, 48, 64, 1600, 533, 1683, 2246, 2832489, 1770.0, 5314.0, 3.0018761726078798, 943572.8981250001, 1770.0] => False True ***
66) [32, 32, 32, 64, 800, 266, 944, 708, 891136, 1113.0, 3350.0, 3.007518796992481, 296302.72000000003, 1113.0] => False False 
67) [16, 16, 16, 64, 800, 533, 3710, 1686, 13764100, 17205.0, 25823.0, 1.5009380863039399, 9170331.625, 17205.0] => False False 
68) [48, 48, 48, 64, 1600, 266, 1064, 629, 1132096, 707.0, 4256.0, 6.015037593984962, 188210.96000000002, 707.0] => False True ***
69) [48, 48, 48, 64, 800, 266, 1072, 804, 1149184, 1436.0, 4320.0, 3.007518796992481, 382103.68, 1436.0] => False True ***
70) [128, 12, 12, 64, 800, 533, 1683, 2246, 2832489, 3540.0, 5314.0, 1.5009380863039399, 1887145.7962500001, 3540.0] => True True 
71) [16, 16, 16, 64, 800, 266, 2126, 2658, 4519876, 5649.0, 16992.0, 3.007518796992481, 1502858.77, 5649.0] => False False 
72) [64, 64, 64, 64, 800, 533, 3600, 1800, 12960000, 16200.0, 24315.0, 1.5009380863039399, 8634600.0, 16200.0] => False True ***
73) [64, 64, 64, 64, 1600, 533, 1683, 2246, 2832489, 1770.0, 5314.0, 3.0018761726078798, 943572.8981250001, 1770.0] => False True ***
74) [32, 32, 32, 64, 800, 266, 3000, 1639, 9000000, 11250.0, 33834.0, 3.007518796992481, 2992500.0, 11250.0] => False False 
75) [48, 48, 48, 64, 1600, 266, 594, 446, 352836, 220.0, 1326.0, 6.015037593984962, 58658.985, 220.0] => False True ***
76) [32, 32, 32, 64, 1600, 533, 633, 921, 400689, 250.0, 751.0, 3.0018761726078798, 133479.523125, 250.0] => False False 
77) [16, 16, 16, 64, 800, 533, 3074, 2185, 9449476, 11811.0, 17728.0, 1.5009380863039399, 6295713.385000001, 11811.0] => False False 
78) [48, 48, 48, 64, 1600, 266, 2582, 1940, 6666724, 4166.0, 25062.0, 6.015037593984962, 1108342.865, 4166.0] => False True ***
79) [128, 12, 12, 64, 800, 533, 633, 921, 400689, 500.0, 751.0, 1.5009380863039399, 266959.04625, 500.0] => True True 
80) [32, 32, 32, 64, 1600, 533, 3074, 2185, 9449476, 5905.0, 17728.0, 3.0018761726078798, 3147856.6925000004, 5905.0] => False False 
81) [32, 32, 32, 64, 800, 266, 2103, 2082, 4422609, 5528.0, 16626.0, 3.007518796992481, 1470517.4925000002, 5528.0] => False False 
82) [16, 16, 16, 64, 1600, 533, 2422, 2066, 5866084, 3666.0, 11005.0, 3.0018761726078798, 1954139.2325000002, 3666.0] => False False 
83) [128, 12, 12, 64, 800, 266, 2422, 2066, 5866084, 7332.0, 22052.0, 3.007518796992481, 1950472.9300000002, 7332.0] => False True ***
84) [64, 64, 64, 64, 800, 533, 2582, 1940, 6666724, 8333.0, 12507.0, 1.5009380863039399, 4441704.865, 8333.0] => False True ***
85) [48, 48, 48, 64, 1600, 533, 2174, 2215, 4726276, 2953.0, 8867.0, 3.0018761726078798, 1574440.6925000001, 2953.0] => False True ***
86) [128, 12, 12, 64, 800, 266, 816, 612, 665856, 832.0, 2503.0, 3.007518796992481, 221397.12000000002, 832.0] => True True 
87) [16, 16, 16, 64, 800, 266, 1072, 804, 1149184, 1436.0, 4320.0, 3.007518796992481, 382103.68, 1436.0] => False False 
88) [128, 12, 12, 64, 800, 266, 2521, 2184, 6355441, 7944.0, 23892.0, 3.007518796992481, 2113184.1325000003, 7944.0] => True True 
89) [128, 12, 12, 64, 1600, 266, 633, 921, 400689, 250.0, 1506.0, 6.015037593984962, 66614.54625, 250.0] => False True ***
90) [128, 12, 12, 64, 800, 533, 2400, 2400, 5760000, 7200.0, 10806.0, 1.5009380863039399, 3837600.0, 7200.0] => True True 
91) [48, 48, 48, 64, 800, 266, 2500, 1985, 6250000, 7812.0, 23496.0, 3.007518796992481, 2078125.0, 7812.0] => False True ***
92) [64, 64, 64, 64, 1600, 266, 2174, 2215, 4726276, 2953.0, 17767.0, 6.015037593984962, 785743.385, 2953.0] => False True ***
93) [32, 32, 32, 64, 800, 533, 3710, 1686, 13764100, 17205.0, 25823.0, 1.5009380863039399, 9170331.625, 17205.0] => False False 
94) [64, 64, 64, 64, 1600, 266, 3710, 1686, 13764100, 8602.0, 51744.0, 6.015037593984962, 2288281.625, 8602.0] => False False 
95) [32, 32, 32, 64, 1600, 533, 1683, 2246, 2832489, 1770.0, 5314.0, 3.0018761726078798, 943572.8981250001, 1770.0] => False False 
96) [64, 64, 64, 64, 1600, 533, 807, 1142, 651249, 407.0, 1221.0, 3.0018761726078798, 216947.32312500002, 407.0] => False True ***
97) [64, 64, 64, 64, 800, 266, 633, 921, 400689, 500.0, 1506.0, 3.007518796992481, 133229.0925, 500.0] => False True ***
98) [32, 32, 32, 64, 800, 266, 2400, 2400, 5760000, 7200.0, 21654.0, 3.007518796992481, 1915200.0, 7200.0] => False False 
99) [128, 12, 12, 64, 800, 266, 594, 446, 352836, 441.0, 1326.0, 3.007518796992481, 117317.97, 441.0] => True True 
100) [16, 16, 16, 64, 1600, 533, 2593, 2593, 6723649, 4202.0, 12614.0, 3.0018761726078798, 2239815.573125, 4202.0] => False False 
101) [32, 32, 32, 64, 800, 533, 2103, 2082, 4422609, 5528.0, 8297.0, 1.5009380863039399, 2946563.2462500003, 5528.0] => False False 
102) [64, 64, 64, 64, 800, 533, 594, 446, 352836, 441.0, 661.0, 1.5009380863039399, 235076.98500000002, 441.0] => True True 
103) [32, 32, 32, 64, 1600, 533, 816, 612, 665856, 416.0, 1249.0, 3.0018761726078798, 221813.28, 416.0] => False False 
104) [48, 48, 48, 64, 800, 266, 3000, 1639, 9000000, 11250.0, 33834.0, 3.007518796992481, 2992500.0, 11250.0] => False True ***
105) [128, 12, 12, 64, 800, 533, 3710, 1686, 13764100, 17205.0, 25823.0, 1.5009380863039399, 9170331.625, 17205.0] => False True ***
106) [64, 64, 64, 64, 800, 266, 944, 708, 891136, 1113.0, 3350.0, 3.007518796992481, 296302.72000000003, 1113.0] => False True ***
107) [16, 16, 16, 64, 800, 533, 3000, 1639, 9000000, 11250.0, 16885.0, 1.5009380863039399, 5996250.0, 11250.0] => False False 
108) [128, 12, 12, 64, 1600, 266, 1232, 820, 1517824, 948.0, 5706.0, 6.015037593984962, 252338.24000000002, 948.0] => False True ***
109) [32, 32, 32, 64, 1600, 533, 2593, 2593, 6723649, 4202.0, 12614.0, 3.0018761726078798, 2239815.573125, 4202.0] => False False 
110) [64, 64, 64, 64, 800, 533, 2422, 2066, 5866084, 7332.0, 11005.0, 1.5009380863039399, 3908278.4650000003, 7332.0] => False True ***
111) [32, 32, 32, 64, 800, 266, 2521, 2184, 6355441, 7944.0, 23892.0, 3.007518796992481, 2113184.1325000003, 7944.0] => False False 
112) [128, 12, 12, 64, 800, 266, 633, 921, 400689, 500.0, 1506.0, 3.007518796992481, 133229.0925, 500.0] => True True 
113) [16, 16, 16, 64, 800, 533, 816, 612, 665856, 832.0, 1249.0, 1.5009380863039399, 443626.56, 832.0] => False True ***
114) [48, 48, 48, 64, 1600, 533, 3710, 1686, 13764100, 8602.0, 25823.0, 3.0018761726078798, 4585165.8125, 8602.0] => False False 
115) [32, 32, 32, 64, 800, 266, 633, 921, 400689, 500.0, 1506.0, 3.007518796992481, 133229.0925, 500.0] => False False 
116) [16, 16, 16, 64, 800, 533, 1072, 804, 1149184, 1436.0, 2156.0, 1.5009380863039399, 765643.8400000001, 1436.0] => False False 
117) [32, 32, 32, 64, 800, 533, 2521, 2184, 6355441, 7944.0, 11923.0, 1.5009380863039399, 4234312.56625, 7944.0] => False False 
118) [64, 64, 64, 64, 800, 266, 2126, 2658, 4519876, 5649.0, 16992.0, 3.007518796992481, 1502858.77, 5649.0] => False True ***
119) [128, 12, 12, 64, 1600, 533, 3074, 2185, 9449476, 5905.0, 17728.0, 3.0018761726078798, 3147856.6925000004, 5905.0] => False True ***
120) [48, 48, 48, 64, 1600, 266, 1683, 2246, 2832489, 1770.0, 10648.0, 6.015037593984962, 470901.29625, 1770.0] => False True ***
121) [64, 64, 64, 64, 800, 533, 3000, 1639, 9000000, 11250.0, 16885.0, 1.5009380863039399, 5996250.0, 11250.0] => False True ***
122) [128, 12, 12, 64, 1600, 266, 944, 708, 891136, 556.0, 3350.0, 6.015037593984962, 148151.36000000002, 556.0] => False True ***
123) [48, 48, 48, 64, 1600, 533, 1064, 629, 1132096, 707.0, 2124.0, 3.0018761726078798, 377129.48000000004, 707.0] => False True ***
124) [16, 16, 16, 64, 800, 533, 2500, 1985, 6250000, 7812.0, 11726.0, 1.5009380863039399, 4164062.5000000005, 7812.0] => False False 
125) [64, 64, 64, 64, 800, 533, 807, 1142, 651249, 814.0, 1221.0, 1.5009380863039399, 433894.64625000005, 814.0] => True True 
126) [32, 32, 32, 64, 1600, 533, 2103, 2082, 4422609, 2764.0, 8297.0, 3.0018761726078798, 1473281.6231250002, 2764.0] => False False 
127) [64, 64, 64, 64, 1600, 266, 2103, 2082, 4422609, 2764.0, 16626.0, 6.015037593984962, 735258.7462500001, 2764.0] => False True ***
128) [64, 64, 64, 64, 1600, 266, 2422, 2066, 5866084, 3666.0, 22052.0, 6.015037593984962, 975236.4650000001, 3666.0] => False True ***
129) [16, 16, 16, 64, 800, 266, 633, 921, 400689, 500.0, 1506.0, 3.007518796992481, 133229.0925, 500.0] => False False 
130) [64, 64, 64, 64, 1600, 533, 3710, 1686, 13764100, 8602.0, 25823.0, 3.0018761726078798, 4585165.8125, 8602.0] => False False 
131) [16, 16, 16, 64, 800, 533, 2126, 2658, 4519876, 5649.0, 8480.0, 1.5009380863039399, 3011367.3850000002, 5649.0] => False False 
132) [16, 16, 16, 64, 1600, 266, 1064, 629, 1132096, 707.0, 4256.0, 6.015037593984962, 188210.96000000002, 707.0] => False False 
133) [32, 32, 32, 64, 1600, 266, 3074, 2185, 9449476, 5905.0, 35524.0, 6.015037593984962, 1570975.385, 5905.0] => False False 
134) [48, 48, 48, 64, 1600, 266, 2868, 1607, 8225424, 5140.0, 30922.0, 6.015037593984962, 1367476.74, 5140.0] => False True ***
135) [32, 32, 32, 64, 1600, 266, 2582, 1940, 6666724, 4166.0, 25062.0, 6.015037593984962, 1108342.865, 4166.0] => False False 
136) [128, 12, 12, 64, 800, 533, 2593, 2593, 6723649, 8404.0, 12614.0, 1.5009380863039399, 4479631.14625, 8404.0] => True True 
137) [32, 32, 32, 64, 800, 266, 3710, 1686, 13764100, 17205.0, 51744.0, 3.007518796992481, 4576563.25, 17205.0] => False False 
138) [16, 16, 16, 64, 1600, 266, 1232, 820, 1517824, 948.0, 5706.0, 6.015037593984962, 252338.24000000002, 948.0] => False False 
139) [16, 16, 16, 64, 1600, 266, 3000, 1639, 9000000, 5625.0, 33834.0, 6.015037593984962, 1496250.0, 5625.0] => False False 
140) [32, 32, 32, 64, 1600, 266, 3000, 1639, 9000000, 5625.0, 33834.0, 6.015037593984962, 1496250.0, 5625.0] => False False 
141) [32, 32, 32, 64, 1600, 266, 2521, 2184, 6355441, 3972.0, 23892.0, 6.015037593984962, 1056592.0662500001, 3972.0] => False False 
142) [128, 12, 12, 64, 800, 266, 2103, 2082, 4422609, 5528.0, 16626.0, 3.007518796992481, 1470517.4925000002, 5528.0] => True True 
143) [64, 64, 64, 64, 800, 266, 816, 612, 665856, 832.0, 2503.0, 3.007518796992481, 221397.12000000002, 832.0] => True True 
144) [64, 64, 64, 64, 1600, 533, 2868, 1607, 8225424, 5140.0, 15432.0, 3.0018761726078798, 2740094.37, 5140.0] => False True ***
145) [16, 16, 16, 64, 800, 533, 2593, 2593, 6723649, 8404.0, 12614.0, 1.5009380863039399, 4479631.14625, 8404.0] => False False 
146) [32, 32, 32, 64, 1600, 266, 1064, 629, 1132096, 707.0, 4256.0, 6.015037593984962, 188210.96000000002, 707.0] => False False 
147) [48, 48, 48, 64, 800, 266, 1064, 629, 1132096, 1415.0, 4256.0, 3.007518796992481, 376421.92000000004, 1415.0] => False True ***
148) [16, 16, 16, 64, 1600, 533, 2103, 2082, 4422609, 2764.0, 8297.0, 3.0018761726078798, 1473281.6231250002, 2764.0] => False False 
149) [64, 64, 64, 64, 800, 266, 3074, 2185, 9449476, 11811.0, 35524.0, 3.007518796992481, 3141950.77, 11811.0] => False True ***
150) [48, 48, 48, 64, 800, 266, 2126, 2658, 4519876, 5649.0, 16992.0, 3.007518796992481, 1502858.77, 5649.0] => False True ***
151) [32, 32, 32, 64, 800, 533, 1072, 804, 1149184, 1436.0, 2156.0, 1.5009380863039399, 765643.8400000001, 1436.0] => False False 
152) [48, 48, 48, 64, 800, 533, 2593, 2593, 6723649, 8404.0, 12614.0, 1.5009380863039399, 4479631.14625, 8404.0] => False True ***
153) [32, 32, 32, 64, 1600, 533, 2126, 2658, 4519876, 2824.0, 8480.0, 3.0018761726078798, 1505683.6925000001, 2824.0] => False False 
154) [128, 12, 12, 64, 800, 266, 1683, 2246, 2832489, 3540.0, 10648.0, 3.007518796992481, 941802.5925, 3540.0] => True True 
155) [128, 12, 12, 64, 1600, 533, 2174, 2215, 4726276, 2953.0, 8867.0, 3.0018761726078798, 1574440.6925000001, 2953.0] => False True ***
156) [32, 32, 32, 64, 1600, 266, 594, 446, 352836, 220.0, 1326.0, 6.015037593984962, 58658.985, 220.0] => False False 
157) [48, 48, 48, 64, 800, 533, 944, 708, 891136, 1113.0, 1671.0, 1.5009380863039399, 593719.36, 1113.0] => True True 
158) [64, 64, 64, 64, 800, 533, 1064, 629, 1132096, 1415.0, 2124.0, 1.5009380863039399, 754258.9600000001, 1415.0] => True True 
159) [64, 64, 64, 64, 800, 266, 2422, 2066, 5866084, 7332.0, 22052.0, 3.007518796992481, 1950472.9300000002, 7332.0] => False True ***
160) [16, 16, 16, 64, 1600, 266, 944, 708, 891136, 556.0, 3350.0, 6.015037593984962, 148151.36000000002, 556.0] => False False 
161) [128, 12, 12, 64, 1600, 266, 594, 446, 352836, 220.0, 1326.0, 6.015037593984962, 58658.985, 220.0] => False True ***
162) [16, 16, 16, 64, 800, 266, 2500, 1985, 6250000, 7812.0, 23496.0, 3.007518796992481, 2078125.0, 7812.0] => False False 
163) [48, 48, 48, 64, 800, 266, 2593, 2593, 6723649, 8404.0, 25276.0, 3.007518796992481, 2235613.2925, 8404.0] => False True ***
164) [32, 32, 32, 64, 800, 533, 2582, 1940, 6666724, 8333.0, 12507.0, 1.5009380863039399, 4441704.865, 8333.0] => False False 
165) [64, 64, 64, 64, 1600, 533, 1072, 804, 1149184, 718.0, 2156.0, 3.0018761726078798, 382821.92000000004, 718.0] => False True ***
166) [48, 48, 48, 64, 1600, 266, 1072, 804, 1149184, 718.0, 4320.0, 6.015037593984962, 191051.84, 718.0] => False True ***
167) [64, 64, 64, 64, 800, 266, 2400, 2400, 5760000, 7200.0, 21654.0, 3.007518796992481, 1915200.0, 7200.0] => False True ***
168) [64, 64, 64, 64, 800, 533, 2500, 1985, 6250000, 7812.0, 11726.0, 1.5009380863039399, 4164062.5000000005, 7812.0] => False True ***
169) [48, 48, 48, 64, 1600, 533, 2422, 2066, 5866084, 3666.0, 11005.0, 3.0018761726078798, 1954139.2325000002, 3666.0] => False True ***
170) [32, 32, 32, 64, 800, 533, 594, 446, 352836, 441.0, 661.0, 1.5009380863039399, 235076.98500000002, 441.0] => False True ***
171) [16, 16, 16, 64, 1600, 533, 2126, 2658, 4519876, 2824.0, 8480.0, 3.0018761726078798, 1505683.6925000001, 2824.0] => False False 
172) [16, 16, 16, 64, 1600, 266, 2174, 2215, 4726276, 2953.0, 17767.0, 6.015037593984962, 785743.385, 2953.0] => False False 
173) [16, 16, 16, 64, 1600, 266, 2593, 2593, 6723649, 4202.0, 25276.0, 6.015037593984962, 1117806.64625, 4202.0] => False False 
174) [16, 16, 16, 64, 1600, 266, 2500, 1985, 6250000, 3906.0, 23496.0, 6.015037593984962, 1039062.5, 3906.0] => False False 
175) [16, 16, 16, 64, 1600, 533, 1064, 629, 1132096, 707.0, 2124.0, 3.0018761726078798, 377129.48000000004, 707.0] => False False 
176) [128, 12, 12, 64, 1600, 533, 3600, 1800, 12960000, 8100.0, 24315.0, 3.0018761726078798, 4317300.0, 8100.0] => False True ***
177) [32, 32, 32, 64, 800, 533, 2126, 2658, 4519876, 5649.0, 8480.0, 1.5009380863039399, 3011367.3850000002, 5649.0] => False False 
178) [128, 12, 12, 64, 1600, 266, 2126, 2658, 4519876, 2824.0, 16992.0, 6.015037593984962, 751429.385, 2824.0] => False True ***
179) [16, 16, 16, 64, 800, 533, 2521, 2184, 6355441, 7944.0, 11923.0, 1.5009380863039399, 4234312.56625, 7944.0] => False False 
180) [32, 32, 32, 64, 1600, 266, 2593, 2593, 6723649, 4202.0, 25276.0, 6.015037593984962, 1117806.64625, 4202.0] => False False 
181) [64, 64, 64, 64, 1600, 533, 2593, 2593, 6723649, 4202.0, 12614.0, 3.0018761726078798, 2239815.573125, 4202.0] => False True ***
182) [64, 64, 64, 64, 1600, 266, 1232, 820, 1517824, 948.0, 5706.0, 6.015037593984962, 252338.24000000002, 948.0] => False True ***
183) [48, 48, 48, 64, 1600, 533, 1232, 820, 1517824, 948.0, 2847.0, 3.0018761726078798, 505625.12000000005, 948.0] => False True ***
184) [128, 12, 12, 64, 800, 266, 2500, 1985, 6250000, 7812.0, 23496.0, 3.007518796992481, 2078125.0, 7812.0] => False True ***
185) [48, 48, 48, 64, 1600, 533, 2400, 2400, 5760000, 3600.0, 10806.0, 3.0018761726078798, 1918800.0, 3600.0] => False True ***
186) [48, 48, 48, 64, 800, 266, 944, 708, 891136, 1113.0, 3350.0, 3.007518796992481, 296302.72000000003, 1113.0] => False True ***
187) [64, 64, 64, 64, 1600, 266, 2400, 2400, 5760000, 3600.0, 21654.0, 6.015037593984962, 957600.0, 3600.0] => False True ***
188) [32, 32, 32, 64, 800, 266, 2593, 2593, 6723649, 8404.0, 25276.0, 3.007518796992481, 2235613.2925, 8404.0] => False False 
189) [128, 12, 12, 64, 800, 533, 2126, 2658, 4519876, 5649.0, 8480.0, 1.5009380863039399, 3011367.3850000002, 5649.0] => True True 
190) [32, 32, 32, 64, 800, 266, 3600, 1800, 12960000, 16200.0, 48721.0, 3.007518796992481, 4309200.0, 16200.0] => False False 
191) [64, 64, 64, 64, 1600, 266, 2868, 1607, 8225424, 5140.0, 30922.0, 6.015037593984962, 1367476.74, 5140.0] => False True ***
