"##features#size#min";"##characteristics#cpu_div_by_gpu_copy#min"
243;0.446295232625
244;0.447080291971
245;0.450468933177
246;0.450794363667
247;0.452095808383
248;0.454379713268
249;0.454580362041
250;0.45880587058
251;0.467650016762
252;0.469727891156
253;0.470680977503
254;0.475536209328
255;0.477019441959
256;0.478055268213
257;0.479550214971
258;0.483579731407
259;0.491090305044
260;0.502997566332
261;0.504683283061
262;0.504710567211
263;0.505839710028
264;0.506626806178
265;0.50908713262
266;0.509975267931
267;0.511714659686
268;0.512612612613
269;0.514206300185
270;0.516554232599
271;0.518021131628
272;0.518712273642
273;0.519098285364
274;0.520069027227
275;0.521228147495
276;0.52142192626
277;0.522755514135
278;0.525066401062
279;0.531051344743
280;0.532672709582
281;0.533310556884
282;0.536270443697
283;0.538546989558
284;0.539576578295
285;0.548321464903
286;0.552248258391
287;0.552731020268
288;0.553162378988
289;0.55452087714
290;0.556362083689
291;0.556595334755
292;0.557437150838
293;0.559474412172
294;0.559713681783
295;0.564659082979
296;0.56878605052
297;0.573002182272
298;0.573303935731
299;0.573831576706
300;0.574168046579
301;0.575880524862
302;0.576786229445
303;0.578246069055
304;0.578530715643
305;0.581771103055
306;0.586786184417
307;0.589323843416
308;0.593381093989
309;0.596266532731
310;0.597190146266
311;0.597743949184
312;0.598837342366
313;0.599361459521
314;0.608482315259
315;0.610667279729
316;0.614233724222
317;0.615583456425
318;0.62181686834
319;0.62198722422
320;0.622222222222
321;0.622760774516
322;0.626746506986
323;0.631969894483
324;0.634555885975
325;0.63522913257
326;0.635358860525
327;0.638262668046
328;0.63855965345
329;0.639938063374
330;0.644195108211
331;0.645196036191
332;0.647238483075
333;0.649060505259
334;0.655986720536
335;0.676637229766
336;0.680380659425
337;0.691899070385
338;0.697287994778
339;0.698507462687
340;0.701635519817
341;0.704409483714
342;0.707465277778
343;0.71869978989
344;0.719834533147
345;0.726267484934
346;0.728765969395
347;0.741205467175
348;0.748766157462
349;0.760622015428
350;0.766588602654
351;0.768612317093
352;0.768813224772
353;0.777398096168
354;0.783604032484
355;0.794641456143
356;0.809312638581
357;0.810379655047
358;0.814546839299
359;0.823337032062
360;0.827132054685
361;0.827189853349
362;0.830714739806
363;0.831217223296
364;0.831452962121
365;0.840388836626
366;0.845045045045
367;0.856307775965
368;0.863717848792
369;0.866106274392
370;0.869444444444
371;0.870565935554
372;0.879062288422
373;0.885322580645
374;0.898448012918
375;0.905066913789
376;0.910864172359
377;0.91104886399
378;0.913275862069
379;0.922413482011
380;0.932079240886
381;0.932170820547
382;0.936603221083
383;0.939304347826
384;0.941292240693
385;0.948051948052
386;0.9492303476
387;0.954705121094
388;0.95593913241
389;0.957170449058
390;0.964045358164
391;0.968163893431
392;0.970848505377
393;0.984598560102
394;0.985546420393
395;0.992110453649
396;0.999082737112
397;1.00292984945
398;1.00480954213
399;1.00638031218
400;1.0120585702
401;1.02839116719
402;1.03369116433
403;1.03393634385
404;1.03799435606
405;1.04590065829
406;1.06260257913
407;1.07217718015
408;1.0773264236
409;1.07940904894
410;1.0859030837
411;1.08860511234
412;1.09989196377
413;1.1128639178
414;1.12046519701
415;1.12281900031
416;1.12995594714
417;1.13520555
418;1.14083338273
419;1.15013169447
420;1.17084558188
421;1.1788112687
422;1.18358615325
423;1.18703951775
424;1.19048588293
425;1.23202842829
426;1.23506226437
427;1.25126211157
428;1.25734228895
429;1.27235258724
430;1.27331528279
431;1.28134739871
432;1.305034715
433;1.31169547628
434;1.31174172322
435;1.34786545925
436;1.37038664323
437;1.37432432432
438;1.45279270477
439;1.45857005829
440;1.4656589169
441;1.47649497576
442;1.50710051013
443;1.51437517791
444;1.55448234229
445;1.56027780657
446;1.61823850351
447;1.62737080489
448;1.67146658319
449;1.68279066658
450;1.70180264733
451;1.7656011165
452;1.78244817906
453;2.04207689916
454;2.09024202616
455;2.11966233624
456;2.16641070645
457;2.23544706819
458;2.28395926505
459;2.32464180362
460;2.44794474394

